ABN MMS ID,Network Id,ABN035,Aleph ID,Network Number
990000861540108281,991148524159705501,(ABN)000086154ABN01,000086154-ABN01,(CH-ZuSLS)991148524159705501; (IDSBB)006520714DSV01; (IDSLU)000748499ILU01; (IDSBB)003760365DSV01; (RERO)R005906966-41slsp; (NEBIS)005446838EBI01; 235465143; (swissbib)235465143-41slsp_network
990008842290108281,991170836790205501,(ABN)000884229ABN01,000884229-ABN01,(CH-ZuSLS)991170836790205501; (OCoLC)1273921691
990003526650108281,991040074729705501,(ABN)000352665ABN01,000352665-ABN01,(CH-ZuSLS)991040074729705501; (IDSBB)000212376DSV01; (NEBIS)002539354EBI01; 237247941; (swissbib)237247941-41slsp_network
990000656530108281,991106393149705501,(ABN)000065653ABN01,000065653-ABN01,(CH-ZuSLS)991106393149705501; (IDSBB)001047415DSV01; (NEBIS)001363341EBI01; (IDSLU)000079845ILU01; 216176999; (swissbib)216176999-41slsp_network
990003655960108281,991032157049705501,(ABN)000365596ABN01,000365596-ABN01,(CH-ZuSLS)991032157049705501; (IDSBB)003897627DSV01; 052458474; (swissbib)052458474-41slsp_network
990003203550108281,991009083059705501,(ABN)000320355ABN01,000320355-ABN01,(CH-ZuSLS)991009083059705501; (OCoLC)462209587; (NEBIS)009589325EBI01; 194399516; (swissbib)194399516-41slsp_network
990000332450108281,991101640609705501,(ABN)000033245ABN01,000033245-ABN01,(CH-ZuSLS)991101640609705501; (NEBIS)003958945EBI01; (IDSSG)000505917HSB01; (RERO)0778988-41slsp; (IDSBB)003218690DSV01; 214724379; (swissbib)214724379-41slsp_network
990001168910108281,991141876379705501,(ABN)000116891ABN01,000116891-ABN01,(CH-ZuSLS)991141876379705501; (NEBIS)003909488EBI01; (IDSBB)002261268DSV01; (IDSLU)000203628ILU01; (RERO)R003014191-41slsp; 220348944; (swissbib)220348944-41slsp_network
990000399730108281,991033172999705501,(ABN)000039973ABN01,000039973-ABN01,(CH-ZuSLS)991033172999705501; (NEBIS)006394073EBI01; (RERO)R005004599-41slsp; 233140735; (swissbib)233140735-41slsp_network
990004138490108281,991002985019705501,(ABN)000413849ABN01,000413849-ABN01,(CH-ZuSLS)991002985019705501; (IDSBB)003204506DSV01; 041916417; (swissbib)041916417-41slsp_network
990004342600108281,991052572949705501,(ABN)000434260ABN01,000434260-ABN01,(CH-ZuSLS)991052572949705501; (NEBIS)006454524EBI01; 174767803; (swissbib)174767803-41slsp_network
990007408520108281,991010994479705501,(ABN)000740852ABN01,000740852-ABN01,(CH-ZuSLS)991010994479705501; (OCoLC)867876608; (IDSSG)000834669HSB01; (NEBIS)010083164EBI01; (IDSLU)001148297ILU01; 235939439; (swissbib)235939439-41slsp_network
990005538990108281,991054539469705501,(ABN)000553899ABN01,000553899-ABN01,(CH-ZuSLS)991054539469705501; (OCoLC) ocn552097441; (NEBIS)005883324EBI01; (IDSSG)000520258HSB01; (RERO)R007096289-41slsp; 21539433X; (swissbib)21539433X-41slsp_network
990000075920108281,991117053879705501,(ABN)000007592ABN01,000007592-ABN01,(CH-ZuSLS)991117053879705501; (IDSBB)006863281DSV01; 071359281; (swissbib)071359281-41slsp_network
990003995360108281,991046540259705501,(ABN)000399536ABN01,000399536-ABN01,(CH-ZuSLS)991046540259705501; (IDSLU)000758287ILU01; (RERO)R003590039-41slsp; 233652485; (swissbib)233652485-41slsp_network
990003006320108281,991160490729705501,(ABN)000300632ABN01,000300632-ABN01,(CH-ZuSLS)991160490729705501; (NEBIS)003927962EBI01; (IDSLU)000529983ILU01; 23747266X; (swissbib)23747266X-41slsp_network
990003791400108281,991090169589705501,(ABN)000379140ABN01,000379140-ABN01,(CH-ZuSLS)991090169589705501; (IDSBB)006526314DSV01; 069704090; (swissbib)069704090-41slsp_network
990004253380108281,991093153729705501,(ABN)000425338ABN01,000425338-ABN01,(CH-ZuSLS)991093153729705501; (IDSLU)000791013ILU01; 016084454; (swissbib)016084454-41slsp_network
990004550340108281,991152272069705501,(ABN)000455034ABN01,000455034-ABN01,(CH-ZuSLS)991152272069705501; (IDSLU)000813140ILU01; (IDSBB)003387972DSV01; 214271110; (swissbib)214271110-41slsp_network
990007929280108281,991073474529705501,(ABN)000792928ABN01,000792928-ABN01,(CH-ZuSLS)991073474529705501; (OCoLC)910974342; (DE-599)DNB1071957317; (IDSBB)006802706DSV01; (NEBIS)011393027EBI01; (IDSLU)001226980ILU01; 229448615; (swissbib)229448615-41slsp_network
990008038130108281,991068265859705501,(ABN)000803813ABN01,000803813-ABN01,(CH-ZuSLS)991068265859705501; (IDSBB)001081639DSV01; (NEBIS)009029016EBI01; 211706183; (swissbib)211706183-41slsp_network
990008499500108281,991020574359705501,(ABN)000849950ABN01,000849950-ABN01,(CH-ZuSLS)991020574359705501; (OCoLC)1074380761; (NEBIS)011390395EBI01; 208263896; (swissbib)208263896-41slsp_network
990002674310108281,991107461859705501,(ABN)000267431ABN01,000267431-ABN01,(CH-ZuSLS)991107461859705501; (IDSBB)003156205DSV01; 041337646; (swissbib)041337646-41slsp_network
990000893070108281,991158025949705501,(ABN)000089307ABN01,000089307-ABN01,(CH-ZuSLS)991158025949705501; (IDSLU)000104521ILU01; (NEBIS)001826648EBI01; (IDSBB)001442949DSV01; 215289005; (swissbib)215289005-41slsp_network
990007683710108281,991029462009705501,(ABN)000768371ABN01,000768371-ABN01,(CH-ZuSLS)991029462009705501; (NEBIS)010336995EBI01; (IDSBB)006328227DSV01; (IDSLU)001177261ILU01; 232218617; (swissbib)232218617-41slsp_network
990001226150108281,991091073909705501,(ABN)000122615ABN01,000122615-ABN01,(CH-ZuSLS)991091073909705501; (IDSLU)000335696ILU01; (RERO)R003377170-41slsp; (IDSBB)002630534DSV01; 212968904; (swissbib)212968904-41slsp_network
990005510900108281,991030485359705501,(ABN)000551090ABN01,000551090-ABN01,(CH-ZuSLS)991030485359705501; (OCoLC)799046124; (OCoLC)680663651; (IDSSG)000538352HSB01; (NEBIS)010823004EBI01; (RERO)R005728970-41slsp; (IDSBB)006731424DSV01; 215418972; (swissbib)215418972-41slsp_network
990000419670108281,991149432549705501,(ABN)000041967ABN01,000041967-ABN01,(CH-ZuSLS)991149432549705501; (IDSSG)000189405HSB01; (IDSLU)000118535ILU01; (IDSBB)006975869DSV01; (NEBIS)003111664EBI01; (IDSBB)000262091DSV01; (RERO)0118633-41slsp; 231238428; (swissbib)231238428-41slsp_network
990000285160108281,991135564359705501,(ABN)000028516ABN01,000028516-ABN01,(CH-ZuSLS)991135564359705501; (NEBIS)010754493EBI01; (NEBIS)002879348EBI01; 234497076; (swissbib)234497076-41slsp_network
990008946230108281,991171018708805501,(ABN)000894623ABN01,000894623-ABN01,(CH-ZuSLS)991171018708805501; (DE-599)DNB1256713228; (DE-101)1256713228
990001321500108281,991001812919705501,(ABN)000132150ABN01,000132150-ABN01,(CH-ZuSLS)991001812919705501; (DDB)973511532; (IDSLU)000420286ILU01; (IDSBB)003587545DSV01; (NEBIS)004942569EBI01; (RERO)R003821075-41slsp; 229922260; (swissbib)229922260-41slsp_network
990002761200108281,991030616919705501,(ABN)000276120ABN01,000276120-ABN01,(CH-ZuSLS)991030616919705501; (DLC)--2003284133; (NEBIS)004673021EBI01; (IDSBB)003217610DSV01; 224969099; (swissbib)224969099-41slsp_network
990002761620108281,991090586769705501,(ABN)000276162ABN01,000276162-ABN01,(CH-ZuSLS)991090586769705501; (IDSBB)000971862DSV01; (IDSBB)006523355DSV01; (NEBIS)010163488EBI01; 223312886; (swissbib)223312886-41slsp_network
990004503240108281,991094717689705501,(ABN)000450324ABN01,000450324-ABN01,(CH-ZuSLS)991094717689705501; (NEBIS)005531748EBI01; (IDSLU)000559384ILU01; (IDSBB)004476926DSV01; 231292066; (swissbib)231292066-41slsp_network
990002410450108281,991137806679705501,(ABN)000241045ABN01,000241045-ABN01,(CH-ZuSLS)991137806679705501; (IDSBB)002439284DSV01; 039537617; (swissbib)039537617-41slsp_network
990003932170108281,991010859989705501,(ABN)000393217ABN01,000393217-ABN01,(CH-ZuSLS)991010859989705501; (IDSBB)000330323DSV01; (NEBIS)000949100EBI01; 212458868; (swissbib)212458868-41slsp_network
990006675480108281,991146873439705501,(ABN)000667548ABN01,000667548-ABN01,(CH-ZuSLS)991146873439705501; (NEBIS)000303000EBI01; 129465984; (swissbib)129465984-41slsp_network
990004050860108281,991085962169705501,(ABN)000405086ABN01,000405086-ABN01,(CH-ZuSLS)991085962169705501; (NEBIS)001304225EBI01; (IDSBB)000376827DSV01; 215069846; (swissbib)215069846-41slsp_network
990002839090108281,991030553929705501,(ABN)000283909ABN01,000283909-ABN01,(CH-ZuSLS)991030553929705501; (IDSBB)003150974DSV01; (NEBIS)004635584EBI01; (IDSLU)000362934ILU01; (IDSSG)000283901HSB01; (RERO)R003593619-41slsp; 225542218; (swissbib)225542218-41slsp_network
990004765850108281,991065062939705501,(ABN)000476585ABN01,000476585-ABN01,(CH-ZuSLS)991065062939705501; (IDSBB)006893870DSV01; (IDSLU)000597936ILU01; (IDSSG)000153247HSB01; (IDSBB)000732643DSV01; (RERO)R004174216-41slsp; 23346008X; (swissbib)23346008X-41slsp_network
990000428380108281,991011375899705501,(ABN)000042838ABN01,000042838-ABN01,(CH-ZuSLS)991011375899705501; (NEBIS)000410866EBI01; 130416045; (swissbib)130416045-41slsp_network
990004869880108281,991029444479705501,(ABN)000486988ABN01,000486988-ABN01,(CH-ZuSLS)991029444479705501; (IDSBB)004154454DSV01; (NEBIS)003943603EBI01; 219566941; (swissbib)219566941-41slsp_network
990000119050108281,991145318739705501,(ABN)000011905ABN01,000011905-ABN01,(CH-ZuSLS)991145318739705501; (RERO)1713575-41slsp; 087782588; (swissbib)087782588-41slsp_network
990004633850108281,991005568169705501,(ABN)000463385ABN01,000463385-ABN01,(CH-ZuSLS)991005568169705501; (RERO)1909777-41slsp; (NEBIS)004857412EBI01; (IDSLU)000513934ILU01; (IDSBB)000582703DSV01; 241571677; (swissbib)241571677-41slsp_network
990001674380108281,991157267979705501,(ABN)000167438ABN01,000167438-ABN01,(CH-ZuSLS)991157267979705501; (IDSBB)002727879DSV01; (NEBIS)000551847EBI01; (IDSLU)000909672ILU01; 219938784; (swissbib)219938784-41slsp_network
990004832610108281,991085264819705501,(ABN)000483261ABN01,000483261-ABN01,(CH-ZuSLS)991085264819705501; (IDSBB)000673110DSV01; (NEBIS)005898696EBI01; (IDSLU)000851200ILU01; (RERO)1132882-41slsp; 215141784; (swissbib)215141784-41slsp_network
990003849820108281,991080201709705501,(ABN)000384982ABN01,000384982-ABN01,(CH-ZuSLS)991080201709705501; (IDSBB)003001372DSV01; (RERO)0342161-41slsp; 238507629; (swissbib)238507629-41slsp_network
990004581410108281,991072045809705501,(ABN)000458141ABN01,000458141-ABN01,(CH-ZuSLS)991072045809705501; (IDSBB)006530271DSV01; 069994838; (swissbib)069994838-41slsp_network
990000942330108281,991049895579705501,(ABN)000094233ABN01,000094233-ABN01,(CH-ZuSLS)991049895579705501; (IDSBB)004871156DSV01; 058875808; (swissbib)058875808-41slsp_network
990000458590108281,991137695629705501,(ABN)000045859ABN01,000045859-ABN01,(CH-ZuSLS)991137695629705501; (NEBIS)001029876EBI01; 134618122; (swissbib)134618122-41slsp_network
990007752360108281,991011718929705501,(ABN)000775236ABN01,000775236-ABN01,(CH-ZuSLS)991011718929705501; (OCoLC)725155876; (IDSBB)006084900DSV01; 066545471; (swissbib)066545471-41slsp_network
990004625780108281,991021585129705501,(ABN)000462578ABN01,000462578-ABN01,(CH-ZuSLS)991021585129705501; (RERO)R007858365-41slsp; 120465515; (swissbib)120465515-41slsp_network
990007062640108281,991061502789705501,(ABN)000706264ABN01,000706264-ABN01,(CH-ZuSLS)991061502789705501; (OCoLC)853603297; (NEBIS)009971199EBI01; (IDSBB)006159532DSV01; 242456898; (swissbib)242456898-41slsp_network
990001159800108281,991088211549705501,(ABN)000115980ABN01,000115980-ABN01,(CH-ZuSLS)991088211549705501; (IDSSG)000243367HSB01; (IDSBB)002431075DSV01; (IDSLU)000226013ILU01; (NEBIS)004246435EBI01; (RERO)R003133932-41slsp; 236820532; (swissbib)236820532-41slsp_network
990000951770108281,991159435189705501,(ABN)000095177ABN01,000095177-ABN01,(CH-ZuSLS)991159435189705501; (NEBIS)001838507EBI01; (IDSLU)000105175ILU01; (IDSBB)001446079DSV01; (RERO)R223548660-41slsp; 218200730; (swissbib)218200730-41slsp_network
990004868710108281,991056760279705501,(ABN)000486871ABN01,000486871-ABN01,(CH-ZuSLS)991056760279705501; (IDSLU)000856295ILU01; (RERO)1236751-41slsp; (IDSBB)003573603DSV01; (NEBIS)001932139EBI01; 227252594; (swissbib)227252594-41slsp_network
990000396410108281,991006744539705501,(ABN)000039641ABN01,000039641-ABN01,(CH-ZuSLS)991006744539705501; (NEBIS)008255895EBI01; (IDSLU)000646536ILU01; (IDSBB)000342490DSV01; (RERO)R271899160-41slsp; 242031692; (swissbib)242031692-41slsp_network
990002706760108281,991002824149705501,(ABN)000270676ABN01,000270676-ABN01,(CH-ZuSLS)991002824149705501; (IDSBB)002818849DSV01; (NEBIS)004100276EBI01; 213163152; (swissbib)213163152-41slsp_network
990007309520108281,991083039149705501,(ABN)000730952ABN01,000730952-ABN01,(CH-ZuSLS)991083039149705501; (RERO)R007512822-41slsp; 118337297; (swissbib)118337297-41slsp_network
990008825260108281,991170692629405501,(ABN)000882526ABN01,000882526-ABN01,(CH-ZuSLS)991170692629405501; (DE-101)1229531386
990007808350108281,991093001779705501,(ABN)000780835ABN01,000780835-ABN01,(CH-ZuSLS)991093001779705501; (NEBIS)010028483EBI01; (IDSBB)006202606DSV01; 234882719; (swissbib)234882719-41slsp_network
990001283450108281,991058249569705501,(ABN)000128345ABN01,000128345-ABN01,(CH-ZuSLS)991058249569705501; (DDB)971086761; (NEBIS)004867360EBI01; (IDSLU)000416653ILU01; 228698456; (swissbib)228698456-41slsp_network
990007700610108281,991009815559705501,(ABN)000770061ABN01,000770061-ABN01,(CH-ZuSLS)991009815559705501; (OCoLC)711868137; (NEBIS)010507905EBI01; 201280728; (swissbib)201280728-41slsp_network; (OCoLC)837681704
990000894040108281,991124821909705501,(ABN)000089404ABN01,000089404-ABN01,(CH-ZuSLS)991124821909705501; (IDSSG)000155420HSB01; (NEBIS)001830969EBI01; (RERO)R231061060-41slsp; (IDSBB)001440590DSV01; (IDSLU)000105611ILU01; 222954833; (swissbib)222954833-41slsp_network
990001508880108281,991045067759705501,(ABN)000150888ABN01,000150888-ABN01,(CH-ZuSLS)991045067759705501; (IDSBB)003276738DSV01; (IDSLU)000681350ILU01; (RERO)1060625-41slsp; 235524328; (swissbib)235524328-41slsp_network
990006728810108281,991139625169705501,(ABN)000672881ABN01,000672881-ABN01,(CH-ZuSLS)991139625169705501; (OCoLC)781367804; (IDSLU)001029695ILU01; (NEBIS)007136286EBI01; (RERO)R007023634-41slsp; (IDSBB)005850875DSV01; (IDSSG)000547777HSB01; 217440924; (swissbib)217440924-41slsp_network
990002344710108281,991054310809705501,(ABN)000234471ABN01,000234471-ABN01,(CH-ZuSLS)991054310809705501; (IDSBB)006888896DSV01; (NEBIS)001231814EBI01; (IDSBB)001982126DSV01; (IDSLU)001156946ILU01; (RERO)1308733-41slsp; 220658412; (swissbib)220658412-41slsp_network
990000120710108281,991033292399705501,(ABN)000012071ABN01,000012071-ABN01,(CH-ZuSLS)991033292399705501; (IDSLU)000057237ILU01; (NEBIS)001178340EBI01; (IDSBB)000757644DSV01; 233174818; (swissbib)233174818-41slsp_network
990004985770108281,991126639629705501,(ABN)000498577ABN01,000498577-ABN01,(CH-ZuSLS)991126639629705501; (NEBIS)000245899EBI01; (IDSLU)000342521ILU01; (RERO)0376592-41slsp; (NEBIS)004935159EBI01; 215199987; (swissbib)215199987-41slsp_network
990000039580108281,991131841739705501,(ABN)000003958ABN01,000003958-ABN01,(CH-ZuSLS)991131841739705501; (RERO)0644239-41slsp; (IDSBB)000143875DSV01; (IDSSG)000011116HSB01; (IDSLU)000016772ILU01; 241442877; (swissbib)241442877-41slsp_network
990000619070108281,991000039599705501,(ABN)000061907ABN01,000061907-ABN01,(CH-ZuSLS)991000039599705501; (OCoLC)35802050; (IDSLU)000037068ILU01; (IDSBB)007044891DSV01; (NEBIS)011298761EBI01; 214948706; (swissbib)214948706-41slsp_network
990004136810108281,991065980189705501,(ABN)000413681ABN01,000413681-ABN01,(CH-ZuSLS)991065980189705501; (IDSBB)003207607DSV01; (RERO)R005959331-41slsp; 225278073; (swissbib)225278073-41slsp_network
990000362500108281,991069166059705501,(ABN)000036250ABN01,000036250-ABN01,(CH-ZuSLS)991069166059705501; (IDSLU)000784156ILU01; (IDSBB)003131748DSV01; (NEBIS)003471002EBI01; (RERO)R007757462-41slsp; 219099758; (swissbib)219099758-41slsp_network
990005689050108281,991132898209705501,(ABN)000568905ABN01,000568905-ABN01,(CH-ZuSLS)991132898209705501; (IDSBB)002925538DSV01; (IDSSG)000740930HSB01; 211007781; (swissbib)211007781-41slsp_network
990004752340108281,991109272339705501,(ABN)000475234ABN01,000475234-ABN01,(CH-ZuSLS)991109272339705501; (NEBIS)003525149EBI01; (IDSBB)000674268DSV01; 228359481; (swissbib)228359481-41slsp_network
990004044820108281,991087993149705501,(ABN)000404482ABN01,000404482-ABN01,(CH-ZuSLS)991087993149705501; (IDSBB)001427658DSV01; 032514077; (swissbib)032514077-41slsp_network
990004893550108281,991086164249705501,(ABN)000489355ABN01,000489355-ABN01,(CH-ZuSLS)991086164249705501; (IDSSG)000230209HSB01; (NEBIS)009337962EBI01; (IDSBB)000300231DSV01; (RERO)R004530951-41slsp; 215214838; (swissbib)215214838-41slsp_network
990008109980108281,991107207619705501,(ABN)000810998ABN01,000810998-ABN01,(CH-ZuSLS)991107207619705501; (Sz)001864365; (DE-599)DNB1120611164; (RERO)R008697334-41slsp; (IDSBB)006675781DSV01; (IDSLU)001283597ILU01; (NEBIS)010901047EBI01; 225150875; (swissbib)225150875-41slsp_network
990000406580108281,991170913493905501,(ABN)000040658ABN01,000040658-ABN01,(CH-ZuSLS)991170913493905501; (ALEX)995623744101791; (ALEX)bv00965814
990005044250108281,991090931449705501,(ABN)000504425ABN01,000504425-ABN01,(CH-ZuSLS)991090931449705501; (IDSBB)001711565DSV01; (IDSLU)000170893ILU01; (NEBIS)002575948EBI01; (RERO)1282527-41slsp; 223380180; (swissbib)223380180-41slsp_network
990000585040108281,991080835699705501,(ABN)000058504ABN01,000058504-ABN01,(CH-ZuSLS)991080835699705501; (NEBIS)008551483EBI01; (RERO)1680582-41slsp; (IDSBB)000771824DSV01; 233414681; (swissbib)233414681-41slsp_network
990001898000108281,991040026679705501,(ABN)000189800ABN01,000189800-ABN01,(CH-ZuSLS)991040026679705501; (IDSLU)000265644ILU01; (IDSBB)000727102DSV01; (NEBIS)000680660EBI01; 212367226; (swissbib)212367226-41slsp_network
990000719370108281,991056830799705501,(ABN)000071937ABN01,000071937-ABN01,(CH-ZuSLS)991056830799705501; (IDSBB)001608109DSV01; 030720958; (swissbib)030720958-41slsp_network
990000487480108281,991075638859705501,(ABN)000048748ABN01,000048748-ABN01,(CH-ZuSLS)991075638859705501; (IDSBB)001487739DSV01; 033722722; (swissbib)033722722-41slsp_network
990002645340108281,991115856409705501,(ABN)000264534ABN01,000264534-ABN01,(CH-ZuSLS)991115856409705501; (IDSSG)000780548HSB01; (NEBIS)009150278EBI01; (NEBIS)005058486EBI01; (IDSBB)003889122DSV01; (IDSLU)000466162ILU01; (RERO)R003944388-41slsp; 211567507; (swissbib)211567507-41slsp_network
990003006240108281,991021492429705501,(ABN)000300624ABN01,000300624-ABN01,(CH-ZuSLS)991021492429705501; (NEBIS)009670565EBI01; (IDSBB)001300941DSV01; 226601846; (swissbib)226601846-41slsp_network
990006887650108281,991146257389705501,(ABN)000688765ABN01,000688765-ABN01,(CH-ZuSLS)991146257389705501; (OCoLC)794509493; (RERO)R007037819-41slsp; (IDSLU)001043744ILU01; (IDSBB)006031931DSV01; 225129094; (swissbib)225129094-41slsp_network
990003064120108281,991015859279705501,(ABN)000306412ABN01,000306412-ABN01,(CH-ZuSLS)991015859279705501; (IDSBB)004748689DSV01; (IDSLU)001071819ILU01; 218555504; (swissbib)218555504-41slsp_network
990005207150108281,991039147229705501,(ABN)000520715ABN01,000520715-ABN01,(CH-ZuSLS)991039147229705501; (OCoLC)436453076; (RERO)R005505926-41slsp; (NEBIS)006067113EBI01; (IDSLU)000646688ILU01; 236980815; (swissbib)236980815-41slsp_network
990002955280108281,991143285049705501,(ABN)000295528ABN01,000295528-ABN01,(CH-ZuSLS)991143285049705501; (IDSBB)001373304DSV01; (NEBIS)004435745EBI01; (RERO)R224493760-41slsp; 21472381X; (swissbib)21472381X-41slsp_network
990007929180108281,991143319119705501,(ABN)000792918ABN01,000792918-ABN01,(CH-ZuSLS)991143319119705501; (OCoLC)944120224; (DE-101)1079861246; (DE-599)DNB1079861246; (OCoLC)932683938; (NEBIS)010615733EBI01; (IDSBB)006489302DSV01; (IDSLU)001243814ILU01; 232940932; (swissbib)232940932-41slsp_network
990000909750108281,991003902889705501,(ABN)000090975ABN01,000090975-ABN01,(CH-ZuSLS)991003902889705501; (RERO)R226076160-41slsp; (IDSBB)001480525DSV01; 213402564; (swissbib)213402564-41slsp_network
990001115350108281,991135022259705501,(ABN)000111535ABN01,000111535-ABN01,(CH-ZuSLS)991135022259705501; (IDSBB)002411436DSV01; (NEBIS)004200495EBI01; (NEBIS)009194275EBI01; (IDSLU)000224251ILU01; (RERO)R003104492-41slsp; 230506666; (swissbib)230506666-41slsp_network
990004515780108281,991004649849705501,(ABN)000451578ABN01,000451578-ABN01,(CH-ZuSLS)991004649849705501; (IDSLU)000577119ILU01; (NEBIS)005630765EBI01; 234951559; (swissbib)234951559-41slsp_network
990008611800108281,991029183189705501,(ABN)000861180ABN01,000861180-ABN01,(CH-ZuSLS)991029183189705501; (OCoLC)1097676363; (DE-599)DNB1182929117; (NEBIS)011533972EBI01; (RERO)R009034737-41slsp; (IDSLU)001389598ILU01; 218768060; (swissbib)218768060-41slsp_network
990008748110108281,991170626546205501,(ABN)000874811ABN01,000874811-ABN01,(CH-ZuSLS)991170626546205501; (DE-627)1739108752
990004923590108281,991154353879705501,(ABN)000492359ABN01,000492359-ABN01,(CH-ZuSLS)991154353879705501; (IDSLU)000609189ILU01; (NEBIS)005263742EBI01; 235883468; (swissbib)235883468-41slsp_network
990001338900108281,991095444939705501,(ABN)000133890ABN01,000133890-ABN01,(CH-ZuSLS)991095444939705501; (IDSBB)000326676DSV01; (IDSLU)000514083ILU01; (RERO)0352020-41slsp; (NEBIS)005050089EBI01; 233382852; (swissbib)233382852-41slsp_network
990000466910108281,991073155049705501,(ABN)000046691ABN01,000046691-ABN01,(CH-ZuSLS)991073155049705501; (IDSLU)001157321ILU01; (IDSBB)000005581DSV01; 230978606; (swissbib)230978606-41slsp_network
990000783090108281,991023411729705501,(ABN)000078309ABN01,000078309-ABN01,(CH-ZuSLS)991023411729705501; (RERO)R004399914-41slsp; 105184020; (swissbib)105184020-41slsp_network
990001106680108281,991032895809705501,(ABN)000110668ABN01,000110668-ABN01,(CH-ZuSLS)991032895809705501; (NEBIS)004502979EBI01; 157916820; (swissbib)157916820-41slsp_network
990002879140108281,991077686159705501,(ABN)000287914ABN01,000287914-ABN01,(CH-ZuSLS)991077686159705501; (NEBIS)005017233EBI01; (IDSLU)000679211ILU01; (IDSBB)000112859DSV01; (IDSSG)000031974HSB01; (RERO)0404755-41slsp; 235406376; (swissbib)235406376-41slsp_network
990003491630108281,991021130829705501,(ABN)000349163ABN01,000349163-ABN01,(CH-ZuSLS)991021130829705501; (SLB)vtls000574118; (IDSBB)003876406DSV01; 050118862; (swissbib)050118862-41slsp_network
990002577730108281,991075225979705501,(ABN)000257773ABN01,000257773-ABN01,(CH-ZuSLS)991075225979705501; (NEBIS)000862597EBI01; (IDSBB)000460655DSV01; (IDSLU)000680235ILU01; (RERO)0054142-41slsp; 235465771; (swissbib)235465771-41slsp_network
990005153960108281,991098645849705501,(ABN)000515396ABN01,000515396-ABN01,(CH-ZuSLS)991098645849705501; (IDSBB)000631097DSV01; (NEBIS)002582270EBI01; (RERO)1665054-41slsp; 240788842; (swissbib)240788842-41slsp_network
990002661090108281,991026214409705501,(ABN)000266109ABN01,000266109-ABN01,(CH-ZuSLS)991026214409705501; (IDSLU)000458306ILU01; (NEBIS)005156376EBI01; (IDSSG)000335808HSB01; (IDSBB)003851025DSV01; (RERO)R004100875-41slsp; 217491170; (swissbib)217491170-41slsp_network
990003038760108281,991079688769705501,(ABN)000303876ABN01,000303876-ABN01,(CH-ZuSLS)991079688769705501; (NEBIS)000661759EBI01; 132614987; (swissbib)132614987-41slsp_network
990000838790108281,991123022189705501,(ABN)000083879ABN01,000083879-ABN01,(CH-ZuSLS)991123022189705501; (NEBIS)008021746EBI01; (IDSBB)000926163DSV01; (RERO)2278231-41slsp; 213458551; (swissbib)213458551-41slsp_network
990008963690108281,991171132324605501,(ABN)000896369ABN01,000896369-ABN01,(CH-ZuSLS)991171132324605501
990000224030108281,991102540699705501,(ABN)000022403ABN01,000022403-ABN01,(CH-ZuSLS)991102540699705501; (IDSSG)000019917HSB01; (IDSLU)000046610ILU01; (IDSBB)000598062DSV01; 218940416; (swissbib)218940416-41slsp_network
990004115470108281,991021593399705501,(ABN)000411547ABN01,000411547-ABN01,(CH-ZuSLS)991021593399705501; (IDSBB)003182697DSV01; 044210388; (swissbib)044210388-41slsp_network
990001609150108281,991017564459705501,(ABN)000160915ABN01,000160915-ABN01,(CH-ZuSLS)991017564459705501; (IDSBB)006879577DSV01; (IDSBB)000973199DSV01; (NEBIS)002930618EBI01; (IDSLU)000197079ILU01; (RERO)0062104-41slsp; 237960400; (swissbib)237960400-41slsp_network
990000958060108281,991157662419705501,(ABN)000095806ABN01,000095806-ABN01,(CH-ZuSLS)991157662419705501; (NEBIS)004780594EBI01; 160223474; (swissbib)160223474-41slsp_network
990002587670108281,991083495009705501,(ABN)000258767ABN01,000258767-ABN01,(CH-ZuSLS)991083495009705501; (NEBIS)001227168EBI01; 136871860; (swissbib)136871860-41slsp_network
990003675610108281,991002544699705501,(ABN)000367561ABN01,000367561-ABN01,(CH-ZuSLS)991002544699705501; (IDSBB)002917045DSV01; 041546458; (swissbib)041546458-41slsp_network
990003341810108281,991105941659705501,(ABN)000334181ABN01,000334181-ABN01,(CH-ZuSLS)991105941659705501; (IDSBB)002675322DSV01; 039742148; (swissbib)039742148-41slsp_network
990001982740108281,991145387619705501,(ABN)000198274ABN01,000198274-ABN01,(CH-ZuSLS)991145387619705501; (Sz)vtls001370025; (IDSSG)000755182HSB01; (NEBIS)004623186EBI01; (RERO)R003558267-41slsp; (IDSBB)003006523DSV01; 234302550; (swissbib)234302550-41slsp_network
990001223000108281,991052931399705501,(ABN)000122300ABN01,000122300-ABN01,(CH-ZuSLS)991052931399705501; (IDSLU)000246823ILU01; (IDSBB)002505547DSV01; (RERO)R003189562-41slsp; (NEBIS)004294954EBI01; 236258931; (swissbib)236258931-41slsp_network
990000845850108281,991161361389705501,(ABN)000084585ABN01,000084585-ABN01,(CH-ZuSLS)991161361389705501; (IDSBB)002876257DSV01; 042426774; (swissbib)042426774-41slsp_network
990007413800108281,991029461309705501,(ABN)000741380ABN01,000741380-ABN01,(CH-ZuSLS)991029461309705501; (IDSBB)002204376DSV01; (NEBIS)008552377EBI01; 226497542; (swissbib)226497542-41slsp_network
990003849860108281,991170964082105501,(ABN)000384986ABN01,000384986-ABN01,(CH-ZuSLS)991170964082105501; (ALEX)9925912577601791; (ALEX)bv9925912577601791
